Packsize Number,ID,Name,Length,Width,Height,Max Weight,Volume,Cost
347,21.0010.0005.00,210010000500(G),21,5,10,30,1050,10.4663611111111
348,21.0010.0006.50,210010000650(H),21,6.5,10,30,1365,13.5450194444444
349,21.0010.0005.50,210010000550(G),21,5.5,10,30,1155,11.4925805555556
350,21.0010.5009.50,210010500950(J),21,9.5,10.5,30,2094.75,20.677755
351,21.0012.5009.00,210012500900(J),21,9,12.5,30,2362.5,23.2992083333333
352,21.0010.0007.00,210010000700(H),21,7,10,30,1470,14.5712388888889
353,21.0011.5005.00,210011500500(G),21,5,11.5,30,1207.5,12.0210027777778
354,21.0011.5006.50,210011500650(H),21,6.5,11.5,30,1569.75,15.5568661111111
355,21.0010.5005.50,210010500550(G),21,5.5,10.5,30,1212.75,12.061595
356,21.0010.5004.00,210010500400(G),21,4,10.5,30,882,8.830535
357,21.0013.0009.50,210013000950(J),21,9.5,13,30,2593.5,25.5548494444444
358,21.0016.5004.50,210016500450(I),21,4.5,16.5,30,1559.25,15.516515
359,21.0016.0010.00,210016001000(I),21,10,16,30,3360,33.0431888888889
360,21.0010.5008.00,210010500800(H),21,8,10.5,30,1764,17.446695
361,21.0010.0010.00,210010001000(J),21,10,10,30,2100,20.7285555555556
362,21.0010.5006.00,210010500600(G),21,6,10.5,30,1323,13.138615
363,21.0014.5011.50,210014501150(I),21,11.5,14.5,30,3501.75,34.4148038888889
364,21.0010.0008.50,210010000850(L),21,8.5,10,30,1785,17.6498972222222
365,21.0012.0012.00,210012001200(Q),21,12,12,30,3024,29.75112
366,21.0016.5011.50,210016501150(I),21,11.5,16.5,30,3984.75,39.1292883333333
367,21.0011.0009.00,210011000900(J),21,9,11,30,2079,20.5253533333333
368,21.0015.5013.00,210015501300(S),21,13,15.5,30,4231.5,41.5271227777778
369,21.0011.5006.00,210011500600(G),21,6,11.5,30,1449,14.378245
370,21.0012.5006.00,210012500600(L),21,6,12.5,30,1575,15.617875
371,21.0013.5010.50,210013501050(I),21,10.5,13.5,30,2976.75,29.293915
372,21.0011.5011.50,210011501150(J),21,11.5,11.5,30,2777.25,27.3430772222222
373,21.0014.0012.00,210014001200(I),21,12,14,30,3528,34.6688066666667
374,21.0011.5007.50,210011500750(H),21,7.5,11.5,30,1811.25,17.9141083333333
375,21.0011.5007.00,210011500700(H),21,7,11.5,30,1690.5,16.7354872222222
376,21.0012.0005.00,210012000500(G),21,5,12,30,1260,12.5392166666667
377,21.0011.0006.00,210011000600(G),21,6,11,30,1386,13.75843
378,21.0010.5006.50,210010500650(H),21,6.5,10.5,30,1433.25,14.215635
379,22.0010.0004.00,220010000400(G),22,4,10,30,880,8.81273333333333
380,22.0010.0004.50,220010000450(G),22,4.5,10,30,990,9.88758888888889
381,22.0011.0006.00,220011000600(G),22,6,11,30,1452,14.4105377777778
382,22.0011.5004.00,220011500400(G),22,4,11.5,30,1012,10.12181
383,22.0011.5006.50,220011500650(H),22,6.5,11.5,30,1644.5,16.2942086111111
384,22.0011.5010.00,220011501000(J),22,10,11.5,30,2530,24.9355666666667
385,22.0011.5011.50,220011501150(J),22,11.5,11.5,30,2909.5,28.6390058333333
386,22.0012.0004.00,220012000400(G),22,4,12,30,1056,10.5581688888889
387,22.0013.0007.50,220013000750(L),22,7.5,13,30,2145,21.1896138888889
388,22.0013.0008.00,220013000800(L),22,8,13,30,2288,22.5837177777778
389,22.0013.0009.00,220013000900(J),22,9,13,30,2574,25.3719255555556
390,22.0013.0010.00,220013001000(J),22,10,13,30,2860,28.1601333333333
391,22.0013.5006.00,220013500600(L),22,6,13.5,30,1782,17.6564933333333
392,22.0013.5008.00,220013500800(L),22,8,13.5,30,2376,23.4457411111111
393,22.0014.0011.50,220014001150(I),22,11.5,14,30,3542,34.8114044444444
394,22.0014.5011.50,220014501150(I),22,11.5,14.5,30,3668.5,36.0458841666667
395,22.0015.0011.50,220015001150(I),22,11.5,15,30,3795,37.2803638888889
396,22.0015.0012.00,220015001200(I),22,12,15,30,3960,38.8873
397,22.0015.5011.50,220015501150(I),22,11.5,15.5,30,3921.5,38.5148436111111
398,22.0016.0010.00,220016001000(I),22,10,16,30,3520,34.6092666666667
399,22.0017.0010.50,220017001050(N),22,10.5,17,30,3927,38.5787461111111
400,22.0017.0012.50,220017001250(P),22,12.5,17,30,4675,45.8578194444444
401,22.0017.5009.00,220017500900(N),22,9,17.5,30,3465,34.0878805555556
402,22.0017.5011.00,220017501100(N),22,11,17.5,30,4235,41.5797861111111
403,22.0017.5011.50,220017501150(N),22,11.5,17.5,30,4427.5,43.4527625
404,22.0017.5013.00,220017501300(S),22,13,17.5,30,5005,49.0716916666667
405,22.0012.0005.00,220012000500(G),22,5,12,30,1320,13.1335444444444
406,22.0014.5012.00,220014501200(I),22,12,14.5,30,3828,37.5996122222222
407,22.0010.5005.00,220010500500(G),22,5,10.5,30,1155,11.5052194444444
408,22.0012.0004.50,220012000450(G),22,4.5,12,30,1188,11.8458566666667
409,22.0011.5005.00,220011500500(G),22,5,11.5,30,1265,12.5907694444444
410,22.0012.0007.50,220012000750(H),22,7.5,12,30,1980,19.5719833333333
411,22.0012.0010.00,220012001000(J),22,10,12,30,2640,26.0104222222222
412,22.0008.0008.00,220008000800(H),22,8,8,30,1408,13.9634844444444
413,22.0012.0008.00,220012000800(H),22,8,12,30,2112,20.8596711111111
414,22.0011.5006.00,220011500600(G),22,6,11.5,30,1518,15.0597288888889
415,22.0010.5006.00,220010500600(G),22,6,10.5,30,1386,13.7613466666667
416,22.0013.5012.00,220013501200(I),22,12,13.5,30,3564,35.0242366666667
417,22.0012.0006.00,220012000600(G),22,6,12,30,1584,15.70892
418,22.0011.5005.50,220011500550(G),22,5.5,11.5,30,1391.5,13.8252491666667
419,22.0013.5011.00,220013501100(I),22,11,13.5,30,3267,32.1296127777778
420,22.0016.0008.00,220016000800(I),22,8,16,30,2816,27.7558577777778
421,22.0013.0005.00,220013000500(K),22,5,13,30,1430,14.2190944444444
422,22.0013.0011.50,220013001150(J),22,11.5,13,30,3289,32.342445
423,22.0011.5009.00,220011500900(J),22,9,11.5,30,2277,22.4666072222222
424,22.0012.0005.50,220012000550(G),22,5.5,12,30,1452,14.4212322222222
425,22.0012.0009.00,220012000900(J),22,9,12,30,2376,23.4350466666667
426,22.0010.0005.00,220010000500(G),22,5,10,30,1100,10.9624444444444
427,22.0012.0007.00,220012000700(H),22,7,12,30,1848,18.2842955555556
428,22.0012.0012.00,220012001200(Q),22,12,12,30,3168,31.1611733333333
429,22.0010.5004.00,220010500400(G),22,4,10.5,30,924,9.24909222222222
430,22.0012.5006.50,220012500650(L),22,6.5,12.5,30,1787.5,17.6990069444444
431,22.0011.5009.50,220011500950(J),22,9.5,11.5,30,2403.5,23.7010869444444
432,22.0011.0004.00,220011000400(G),22,4,11,30,968,9.68545111111111
433,22.0011.5004.50,220011500450(G),22,4.5,11.5,30,1138.5,11.3562897222222
434,22.0012.5006.00,220012500600(L),22,6,12.5,30,1650,16.3581111111111
435,22.0011.0008.00,220011000800(H),22,8,11,30,1936,19.1356244444444
436,22.0011.5007.00,220011500700(H),22,7,11.5,30,1771,17.5286883333333
437,22.0014.5004.00,220014500400(K),22,4,14.5,30,1276,12.7399633333333
438,22.0011.0004.50,220011000450(G),22,4.5,11,30,1089,10.8667227777778
439,22.0011.0008.50,220011000850(L),22,8.5,11,30,2057,20.3168961111111
440,22.0012.0006.50,220012000650(H),22,6.5,12,30,1716,16.9966077777778
441,22.0011.0007.50,220011000750(H),22,7.5,11,30,1815,17.9543527777778
442,22.0014.0012.00,220014001200(I),22,12,14,30,3696,36.3119244444444
443,22.0017.5012.50,220017501250(P),22,12.5,17.5,30,4812.5,47.1987152777778
444,23.0007.0004.00,230007000400(G),23,4,7,30,644,6.47491444444444
445,23.0008.0004.00,230008000400(G),23,4,8,30,736,7.38712444444444
446,23.0010.0004.00,230010000400(G),23,4,10,30,920,9.21154444444445
447,23.0010.0004.50,230010000450(G),23,4.5,10,30,1035,10.3350361111111
448,23.0010.0005.00,230010000500(G),23,5,10,30,1150,11.4585277777778
449,23.0010.0005.50,230010000550(G),23,5.5,10,30,1265,12.5820194444444
450,23.0010.0006.00,230010000600(G),23,6,10,30,1380,13.7055111111111
451,23.0010.0006.50,230010000650(H),23,6.5,10,30,1495,14.8290027777778
452,23.0010.0007.00,230010000700(H),23,7,10,30,1610,15.9524944444444
453,23.0010.5004.00,230010500400(G),23,4,10.5,30,966,9.66764944444444
454,23.0010.5004.50,230010500450(G),23,4.5,10.5,30,1086.75,10.8467566666667
455,23.0010.5005.00,230010500500(G),23,5,10.5,30,1207.5,12.0258638888889
456,23.0010.5006.50,230010500650(H),23,6.5,10.5,30,1569.75,15.5631855555556
457,23.0010.5008.00,230010500800(H),23,8,10.5,30,1932,19.1005072222222
458,23.0010.5009.00,230010500900(J),23,9,10.5,30,2173.5,21.4587216666667
459,23.0011.0004.00,230011000400(G),23,4,11,30,1012,10.1237544444444
460,23.0011.0005.00,230011000500(G),23,5,11,30,1265,12.5932
461,23.0011.0005.50,230011000550(G),23,5.5,11,30,1391.5,13.8279227777778
462,23.0011.0007.00,230011000700(H),23,7,11,30,1771,17.5320911111111
463,23.0011.0008.00,230011000800(H),23,8,11,30,2024,20.0015366666667
464,23.0011.5004.00,230011500400(G),23,4,11.5,30,1058,10.5798594444444
465,23.0011.5004.50,230011500450(G),23,4.5,11.5,30,1190.25,11.8701977777778
466,23.0011.5005.00,230011500500(G),23,5,11.5,30,1322.5,13.1605361111111
467,23.0011.5005.50,230011500550(G),23,5.5,11.5,30,1454.75,14.4508744444444
468,23.0011.5006.00,230011500600(G),23,6,11.5,30,1587,15.7412127777778
469,23.0012.0006.00,230012000600(G),23,6,12,30,1656,16.41978
470,23.0014.0005.00,230014000500(K),23,5,14,30,1610,15.9972166666667
471,23.0014.0004.50,230014000450(K),23,4.5,14,30,1449,14.4288005555556
472,23.0011.5008.50,230011500850(L),23,8.5,11.5,30,2248.25,22.1929044444444
473,23.0013.0004.50,230013000450(K),23,4.5,13,30,1345.5,13.4053594444444
474,23.0012.0004.50,230012000450(G),23,4.5,12,30,1242,12.3819183333333
475,23.0011.5008.00,230011500800(H),23,8,11.5,30,2116,20.9025661111111
476,23.0013.5011.00,230013501100(I),23,11,13.5,30,3415.5,33.5834872222222
477,23.0012.0004.00,230012000400(G),23,4,12,30,1104,11.0359644444444
478,23.0012.5009.50,230012500950(J),23,9.5,12.5,30,2731.25,26.9093333333333
479,23.0013.5012.00,230013501200(I),23,12,13.5,30,3726,36.6090883333333
480,23.0014.5004.00,230014500400(K),23,4,14.5,30,1334,13.3164894444444
481,23.0012.0005.50,230012000550(G),23,5.5,12,30,1518,15.0738261111111
482,23.0015.5010.00,230015501000(I),23,10,15.5,30,3565,35.0518527777778
483,23.0012.0005.00,230012000500(G),23,5,12,30,1380,13.7278722222222
484,23.0014.5004.50,230014500450(K),23,4.5,14.5,30,1500.75,14.9405211111111
485,23.0015.0009.00,230015000900(R),23,9,15,30,3105,30.5690666666667
486,23.0012.5005.50,230012500550(K),23,5.5,12.5,30,1581.25,15.6967777777778
487,23.0012.0007.00,230012000700(H),23,7,12,30,1932,19.1116877777778
488,23.0012.0010.50,230012001050(J),23,10.5,12,30,2898,28.533365
489,23.0016.0011.00,230016001100(I),23,11,16,30,4048,39.7571011111111
490,23.0012.5009.00,230012500900(J),23,9,12.5,30,2587.5,25.5077638888889
491,23.0011.5009.00,230011500900(J),23,9,11.5,30,2380.5,23.4832427777778
492,23.0012.5004.00,230012500400(K),23,4,12.5,30,1150,11.4920694444444
493,23.0012.5005.00,230012500500(K),23,5,12.5,30,1437.5,14.2952083333333
494,23.0016.5012.00,230016501200(I),23,12,16.5,30,4554,44.6848116666667
495,23.0012.0007.50,230012000750(H),23,7.5,12,30,2070,20.4576416666667
496,23.0007.5006.50,230007500650(H),23,6.5,7.5,30,1121.25,11.1580888888889
497,23.0013.0009.50,230013000950(J),23,9.5,13,30,2840.5,27.9772094444444
498,23.0017.0013.00,230017001300(S),23,13,17,30,5083,49.8349844444444
499,23.0013.0005.50,230013000550(K),23,5.5,13,30,1644.5,16.3197294444444
500,23.0018.0011.00,230018001100(N),23,11,18,30,4554,44.6959922222222
501,23.0011.5007.00,230011500700(H),23,7,11.5,30,1851.5,18.3218894444444
502,23.0016.5011.00,230016501100(I),23,11,16.5,30,4174.5,40.9918238888889
503,23.0016.0014.00,230016001400(T),23,14,16,30,5152,50.5023711111111
504,23.0012.0008.50,230012000850(L),23,8.5,12,30,2346,23.1495494444444
505,23.0012.0006.50,230012000650(H),23,6.5,12,30,1794,17.7657338888889
506,23.0014.0005.50,230014000550(K),23,5.5,14,30,1771,17.5656327777778
507,23.0011.5006.50,230011500650(H),23,6.5,11.5,30,1719.25,17.0315511111111
508,23.0014.0004.00,230014000400(K),23,4,14,30,1288,12.8603844444444
509,23.0014.0006.50,230014000650(L),23,6.5,14,30,2093,20.702465
510,23.0013.5009.50,230013500950(R),23,9.5,13.5,30,2949.75,29.0450855555556
511,23.0012.0010.00,230012001000(J),23,10,12,30,2760,27.1874111111111
512,23.0014.0012.00,230014001200(I),23,12,14,30,3864,37.9550422222222
513,23.0012.0008.00,230012000800(H),23,8,12,30,2208,21.8035955555556
514,23.0017.5010.50,230017501050(N),23,10.5,17.5,30,4226.25,41.5035444444444
515,23.0009.5004.00,230009500400(G),23,4,9.5,30,874,8.75543944444444
516,23.0014.5007.00,230014500700(R),23,7,14.5,30,2334.5,23.0606794444444
517,23.0011.5010.00,230011501000(J),23,10,11.5,30,2645,26.0639194444444
518,23.0009.0009.00,230009000900(J),23,9,9,30,1863,18.42194
519,24.0013.5004.50,240013500450(K),24,4.5,13.5,30,1458,14.5196025
520,24.0013.5005.00,240013500500(K),24,5,13.5,30,1620,16.0978916666667
521,24.0013.5006.00,240013500600(L),24,6,13.5,30,1944,19.25447
522,24.0014.0010.50,240014001050(M),24,10.5,14,30,3528,34.6892233333333
523,24.0015.0008.00,240015000800(R),24,8,15,30,2880,28.3877333333333
524,24.0015.0009.00,240015000900(R),24,9,15,30,3240,31.89245
525,24.0016.0011.50,240016001150(N),24,11.5,16,30,4416,43.3466355555556
526,24.0011.0005.50,240011000550(K),24,5.5,11,30,1452,14.4265794444444
527,24.0012.5008.00,240012500800(L),24,8,12.5,30,2400,23.6875555555556
528,24.0019.0010.50,240019001050(N),24,10.5,19,30,4788,46.9907316666667
529,24.0011.5005.50,240011500550(K),24,5.5,11.5,30,1518,15.0764997222222
530,24.0009.0004.50,240009000450(K),24,4.5,9,30,972,9.714735
531,24.0013.0005.00,240013000500(K),24,5,13,30,1560,15.5059944444444
532,24.0014.5008.00,240014500800(R),24,8,14.5,30,2784,27.4476977777778
533,24.0008.5004.00,240008500400(K),24,4,8.5,30,816,8.18280222222222
534,24.0011.5004.50,240011500450(K),24,4.5,11.5,30,1242,12.3841058333333
535,24.0011.0006.00,240011000600(L),24,6,11,30,1584,15.7147533333333
536,24.0012.5008.50,240012500850(L),24,8.5,12.5,30,2550,25.1497986111111
537,24.0011.5008.00,240011500800(L),24,8,11.5,30,2208,21.8074844444444
538,24.0012.0004.00,240012000400(K),24,4,12,30,1152,11.51376
539,24.0012.0005.50,240012000550(K),24,5.5,12,30,1584,15.72642
540,24.0013.0006.00,240013000600(L),24,6,13,30,1872,18.5465266666667
541,24.0012.0004.50,240012000450(K),24,4.5,12,30,1296,12.91798
542,24.0010.0007.00,240010000700(L),24,7,10,30,1680,16.6431222222222
543,24.0011.5005.00,240011500500(K),24,5,11.5,30,1380,13.7303027777778
544,24.0015.0004.00,240015000400(K),24,4,15,30,1440,14.3688666666667
545,24.0008.5008.50,240008500850(L),24,8.5,8.5,30,1734,17.1653297222222
546,24.0012.5004.50,240012500450(K),24,4.5,12.5,30,1350,13.4518541666667
547,24.0011.5008.50,240011500850(L),24,8.5,11.5,30,2346,23.1536813888889
548,24.0012.5006.00,240012500600(L),24,6,12.5,30,1800,17.8385833333333
549,24.0013.5008.00,240013500800(L),24,8,13.5,30,2592,25.5676266666667
550,24.0011.5006.00,240011500600(L),24,6,11.5,30,1656,16.4226966666667
551,24.0014.0008.00,240014000800(L),24,8,14,30,2688,26.5076622222222
552,24.0014.0004.50,240014000450(K),24,4.5,14,30,1512,15.0534766666667
553,24.0019.0010.00,240019001000(N),24,10,19,30,4560,44.7741888888889
554,24.0010.0004.00,240010000400(K),24,4,10,30,960,9.61035555555556
555,24.0013.5009.50,240013500950(R),24,9.5,13.5,30,3078,30.3024941666667
556,24.0014.0011.50,240014001150(N),24,11.5,14,30,3864,37.9618477777778
557,24.0012.0006.00,240012000600(L),24,6,12,30,1728,17.13064
558,24.0012.5012.50,240012501250(P),24,12.5,12.5,30,3750,36.8477430555556
559,24.0015.0012.50,240015001250(P),24,12.5,15,30,4500,44.1589583333333
560,24.0013.0004.00,240013000400(K),24,4,13,30,1248,12.4654622222222
561,24.0013.0011.50,240013001150(J),24,11.5,13,30,3588,35.2694538888889
562,24.0010.0010.00,240010001000(J),24,10,10,30,2400,23.6758888888889
563,24.0014.0009.00,240014000900(R),24,9,14,30,3024,29.7802866666667
564,24.0015.5013.00,240015501300(S),24,13,15.5,30,4836,47.4315827777778
565,24.0018.5011.00,240018501100(N),24,11,18.5,30,4884,47.9191005555556
566,24.0011.5004.00,240011500400(K),24,4,11.5,30,1104,11.0379088888889
567,24.0012.5005.50,240012500550(K),24,5.5,12.5,30,1650,16.3763402777778
568,24.0008.5007.50,240008500750(L),24,7.5,8.5,30,1530,15.1692125
569,24.0011.5007.00,240011500700(L),24,7,11.5,30,1932,19.1150905555556
570,24.0015.5004.00,240015500400(M),24,4,15.5,30,1488,14.8447177777778
571,24.0012.5006.50,240012500650(L),24,6.5,12.5,30,1950,19.3008263888889
572,24.0011.0004.50,240011000450(K),24,4.5,11,30,1188,11.8502316666667
573,24.0012.5010.50,240012501050(J),24,10.5,12.5,30,3150,30.9987708333333
574,24.0008.5006.50,240008500650(L),24,6.5,8.5,30,1326,13.1730952777778
575,24.0010.5004.00,240010500400(K),24,4,10.5,30,1008,10.0862066666667
576,24.0018.0006.00,240018000600(N),24,6,18,30,2592,25.62596
577,24.0014.5007.00,240014500700(R),24,7,14.5,30,2436,24.0590272222222
578,24.0015.0005.50,240015000550(K),24,5.5,15,30,1980,19.6259416666667
579,24.0014.5004.50,240014500450(K),24,4.5,14.5,30,1566,15.5873508333333
580,24.0015.5011.50,240015501150(N),24,11.5,15.5,30,4278,42.0004386111111
581,24.0010.5005.00,240010500500(K),24,5,10.5,30,1260,12.5465083333333
582,24.0014.0005.00,240014000500(K),24,5,14,30,1680,16.6897888888889
583,24.0012.5010.00,240012501000(J),24,10,12.5,30,3000,29.5365277777778
584,24.0017.5006.00,240017500600(N),24,6,17.5,30,2520,24.9180166666667
585,24.0012.0007.00,240012000700(L),24,7,12,30,2016,19.93908
586,24.0014.5012.00,240014501200(N),24,12,14.5,30,4176,41.00238
587,24.0016.5013.00,240016501300(S),24,13,16.5,30,5148,50.472115
588,24.0014.5005.00,240014500500(K),24,5,14.5,30,1740,17.2816861111111
589,24.0018.0012.00,240018001200(N),24,12,18,30,5184,50.83192
590,24.0015.0013.50,240015001350(S),24,13.5,15,30,4860,47.663675
591,25.0008.5008.50,250008500850(L),25,8.5,8.5,30,1806.25,17.877625
592,25.0011.0005.50,250011000550(O),25,5.5,11,30,1512.5,15.0252361111111
593,25.0012.0004.00,250012000400(O),25,4,12,30,1200,11.9915555555556
594,25.0012.0004.50,250012000450(O),25,4.5,12,30,1350,13.4540416666667
595,25.0012.0006.00,250012000600(L),25,6,12,30,1800,17.8415
596,25.0012.0007.50,250012000750(L),25,7.5,12,30,2250,22.2289583333333
597,25.0012.5005.00,250012500500(O),25,5,12.5,30,1562.5,15.5329861111111
598,25.0012.5005.50,250012500550(O),25,5.5,12.5,30,1718.75,17.0559027777778
599,25.0013.0004.50,250013000450(O),25,4.5,13,30,1462.5,14.5660972222222
600,25.0013.0005.50,250013000550(O),25,5.5,13,30,1787.5,17.7327916666667
601,25.0013.5009.50,250013500950(R),25,9.5,13.5,30,3206.25,31.5599027777778
602,25.0013.5012.00,250013501200(N),25,12,13.5,30,4050,39.7787916666667
603,25.0014.0009.50,250014000950(R),25,9.5,14,30,3325,32.7202361111111
604,25.0016.0010.50,250016001050(M),25,10.5,16,30,4200,41.2534305555556
605,25.0016.5011.00,250016501100(N),25,11,16.5,30,4537.5,44.5409861111111
606,25.0019.0010.00,250019001000(N),25,10,19,30,4750,46.6320833333333
607,25.0019.0010.50,250019001050(N),25,10.5,19,30,4987.5,48.9405972222222
608,25.0019.5004.00,250019500400(N),25,4,19.5,30,1950,19.4255138888889
609,25.0019.5010.00,250019501000(N),25,10,19.5,30,4875,47.8528472222222
610,25.0019.5011.00,250019501100(N),25,11,19.5,30,5362.5,52.5907361111111
611,25.0019.5011.50,250019501150(N),25,11.5,19.5,30,5606.25,54.9596805555556
612,25.0020.0008.00,250020000800(N),25,8,20,30,4000,39.3561111111111
613,25.0020.0011.00,250020001100(N),25,11,20,30,5500,53.9323611111111
614,25.0020.0013.50,250020001350(T),25,13.5,20,30,6750,66.0792361111111
615,25.0010.5009.50,250010500950(Q),25,9.5,10.5,30,2493.75,24.5979027777778
616,25.0011.5005.00,250011500500(O),25,5,11.5,30,1437.5,14.3000694444444
617,25.0011.0008.00,250011000800(L),25,8,11,30,2200,21.7333611111111
618,25.0012.0005.00,250012000500(O),25,5,12,30,1500,14.9165277777778
619,25.0014.5004.00,250014500400(O),25,4,14.5,30,1450,14.4695416666667
620,25.0014.5005.00,250014500500(O),25,5,14.5,30,1812.5,17.9988194444444
621,25.0012.0005.50,250012000550(O),25,5.5,12,30,1650,16.3790138888889
622,25.0010.5004.00,250010500400(O),25,4,10.5,30,1050,10.5047638888889
623,25.0011.0005.00,250011000500(O),25,5,11,30,1375,13.6836111111111
624,25.0010.5004.50,250010500450(O),25,4.5,10.5,30,1181.25,11.7859583333333
625,25.0013.0011.50,250013001150(N),25,11.5,13,30,3737.5,36.7329583333333
626,25.0012.0007.00,250012000700(L),25,7,12,30,2100,20.7664722222222
627,25.0011.0004.00,250011000400(O),25,4,11,30,1100,11.0003611111111
628,25.0011.5007.00,250011500700(L),25,7,11.5,30,2012.5,19.9082916666667
629,25.0011.0004.50,250011000450(O),25,4.5,11,30,1237.5,12.3419861111111
630,25.0013.5006.00,250013500600(L),25,6,13.5,30,2025,20.0534583333333
631,25.0011.5005.50,250011500550(O),25,5.5,11.5,30,1581.25,15.702125
632,25.0011.5006.50,250011500650(L),25,6.5,11.5,30,1868.75,18.5062361111111
633,25.0011.0007.00,250011000700(L),25,7,11,30,1925,19.0501111111111
634,25.0014.5004.50,250014500450(O),25,4.5,14.5,30,1631.25,16.2341805555556
635,25.0017.5011.50,250017501150(N),25,11.5,17.5,30,5031.25,49.3514583333333
636,25.0014.5008.00,250014500800(R),25,8,14.5,30,2900,28.5866527777778
637,25.0013.0004.00,250013000400(O),25,4,13,30,1300,12.98275
638,25.0013.5006.50,250013500650(L),25,6.5,13.5,30,2193.75,21.6972361111111
639,25.0012.0008.00,250012000800(L),25,8,12,30,2400,23.6914444444444
640,25.0015.0011.50,250015001150(N),25,11.5,15,30,4312.5,42.3411805555556
641,25.0013.5011.50,250013501150(N),25,11.5,13.5,30,3881.25,38.1350138888889
642,25.0010.5005.50,250010500550(O),25,5.5,10.5,30,1443.75,14.3483472222222
643,25.0011.5004.50,250011500450(O),25,4.5,11.5,30,1293.75,12.8980138888889
644,25.0013.0006.50,250013000650(L),25,6.5,13,30,2112.5,20.8994861111111
645,25.0013.0011.00,250013001100(M),25,11,13,30,3575,35.1496111111111
646,25.0011.5004.00,250011500400(O),25,4,11.5,30,1150,11.4959583333333
647,25.0012.5004.50,250012500450(O),25,4.5,12.5,30,1406.25,14.0100694444444
648,25.0013.0010.50,250013001050(M),25,10.5,13,30,3412.5,33.5662638888889
649,25.0012.5006.00,250012500600(L),25,6,12.5,30,1875,18.5788194444444
650,25.0013.0005.00,250013000500(O),25,5,13,30,1625,16.1494444444444
651,25.0012.0009.00,250012000900(Q),25,9,12,30,2700,26.6164166666667
652,25.0013.0007.50,250013000750(L),25,7.5,13,30,2437.5,24.0661805555556
653,25.0020.0005.50,250020000550(N),25,5.5,20,30,2750,27.2092361111111
654,25.0013.0010.00,250013001000(R),25,10,13,30,3250,31.9829166666667
655,26.0007.5006.00,260007500600(L),26,6,7.5,30,1170,11.6521
656,26.0009.5004.00,260009500400(O),26,4,9.5,30,988,9.89263444444444
657,26.0009.5004.50,260009500450(O),26,4.5,9.5,30,1111.5,11.0991963888889
658,26.0011.0008.00,260011000800(L),26,8,11,30,2288,22.5992733333333
659,26.0011.5004.00,260011500400(O),26,4,11.5,30,1196,11.9540077777778
660,26.0011.5004.50,260011500450(O),26,4.5,11.5,30,1345.5,13.4119219444444
661,26.0011.5005.00,260011500500(O),26,5,11.5,30,1495,14.8698361111111
662,26.0011.5005.50,260011500550(O),26,5.5,11.5,30,1644.5,16.3277502777778
663,26.0011.5006.50,260011500650(L),26,6.5,11.5,30,1943.5,19.2435786111111
664,26.0011.5008.00,260011500800(L),26,8,11.5,30,2392,23.6173211111111
665,26.0011.5008.50,260011500850(L),26,8.5,11.5,30,2541.5,25.0752352777778
666,26.0011.5010.00,260011501000(Q),26,10,11.5,30,2990,29.4489777777778
667,26.0012.0004.00,260012000400(O),26,4,12,30,1248,12.4693511111111
668,26.0012.0004.50,260012000450(O),26,4.5,12,30,1404,13.9901033333333
669,26.0012.0005.00,260012000500(O),26,5,12,30,1560,15.5108555555556
670,26.0012.0006.00,260012000600(L),26,6,12,30,1872,18.55236
671,26.0012.0006.50,260012000650(L),26,6.5,12,30,2028,20.0731122222222
672,26.0012.0008.00,260012000800(L),26,8,12,30,2496,24.6353688888889
673,26.0012.0008.50,260012000850(L),26,8.5,12,30,2652,26.1561211111111
674,26.0015.0013.50,260015001350(S),26,13.5,15,30,5265,51.6192416666667
675,26.0015.0004.00,260015000400(R),26,4,15,30,1560,15.5614111111111
676,26.0013.5011.50,260013501150(N),26,11.5,13.5,30,4036.5,39.6543769444444
677,26.0014.5005.50,260014500550(O),26,5.5,14.5,30,2073.5,20.5508952777778
678,26.0013.5005.00,260013500500(O),26,5,13.5,30,1755,17.4339138888889
679,26.0014.0011.50,260014001150(N),26,11.5,14,30,4186,41.1122911111111
680,26.0012.5004.50,260012500450(O),26,4.5,12.5,30,1462.5,14.5682847222222
681,26.0013.5009.50,260013500950(R),26,9.5,13.5,30,3334.5,32.8173113888889
682,26.0013.5005.50,260013500550(O),26,5.5,13.5,30,1930.5,19.1431802777778
683,26.0012.0010.50,260012001050(Q),26,10.5,12,30,3276,32.23913
684,26.0018.0012.00,260018001200(N),26,12,18,30,5616,55.0504133333333
685,26.0013.5004.50,260013500450(O),26,4.5,13.5,30,1579.5,15.7246475
686,26.0014.5006.50,260014500650(R),26,6.5,14.5,30,2450.5,24.2207802777778
687,26.0012.5005.50,260012500550(O),26,5.5,12.5,30,1787.5,17.7354652777778
688,26.0013.5006.00,260013500600(L),26,6,13.5,30,2106,20.8524466666667
689,26.0017.5012.00,260017501200(N),26,12,17.5,30,5460,53.5296611111111
690,26.0013.5008.00,260013500800(L),26,8,13.5,30,2808,27.6895122222222
691,26.0012.5004.00,260012500400(O),26,4,12.5,30,1300,12.9846944444444
692,26.0015.0008.00,260015000800(R),26,8,15,30,3120,30.7436555555556
693,26.0019.5011.50,260019501150(N),26,11.5,19.5,30,5830.5,57.1493469444444
694,26.0014.5004.00,260014500400(O),26,4,14.5,30,1508,15.0460677777778
